Worker_ID,Name,Age,Gender,Department,Job_Title,Experience_Years,Salary,Shift,Attendance_Percent
382,Asif Singh,32,Female,Assembly,Helper,17,32921,Morning,81.6
383,Anita Reddy,42,Female,Production,Operator,10,42786,Morning,89.0
384,Sunil Patel,40,Male,Production,Helper,19,36765,Night,97.3
385,Anita Singh,45,Male,Packaging,Technician,3,45511,Night,98.0
386,Asif Singh,39,Female,Packaging,Operator,13,28737,Night,85.2
387,Suresh Reddy,46,Female,Production,Helper,6,36296,Evening,81.3
388,Rahul Kumar,58,Male,Maintenance,Technician,12,40400,Morning,93.7
389,Anita Sharma,45,Male,Packaging,Helper,9,26404,Morning,83.7
390,Kiran Sharma,54,Female,Packaging,Operator,24,53757,Night,84.9
391,Rahul Patel,23,Male,Packaging,Operator,4,38186,Morning,81.4
392,Suresh Patel,20,Female,Packaging,Technician,10,32054,Evening,100.0
393,Anita Patel,23,Male,Production,Helper,14,19870,Morning,94.9
394,Rahul Reddy,47,Female,Production,Operator,21,51450,Evening,99.5
395,Kiran Reddy,53,Female,Production,Operator,15,34144,Night,99.1
396,Sunil Singh,22,Male,Assembly,Operator,12,24219,Evening,78.8
397,Asif Sharma,48,Male,Packaging,Helper,21,30081,Morning,78.0
398,Suresh Singh,58,Female,Assembly,Operator,12,42667,Night,89.4
399,Anita Kumar,24,Male,Production,Technician,12,33346,Evening,76.7
400,Ravi Sharma,38,Male,Production,Operator,25,50006,Evening,85.4
401,Sunil Kumar,40,Female,Production,Operator,16,38146,Night,76.9
402,Sunil Reddy,47,Male,Maintenance,Technician,11,35902,Evening,82.9
403,Sunil Singh,53,Male,Packaging,Technician,11,37098,Evening,89.1
404,Anita Patel,25,Male,Packaging,Technician,21,52897,Night,78.1
405,Deepa Kumar,45,Male,Packaging,Operator,12,56953,Morning,97.8
406,Priya Singh,43,Female,Packaging,Helper,17,56442,Morning,80.7
407,Priya Patel,36,Male,Maintenance,Operator,8,37401,Morning,85.7
408,Amit Reddy,31,Female,Assembly,Technician,16,58582,Evening,75.5
409,Kiran Reddy,40,Male,Maintenance,Helper,6,37464,Morning,83.1
410,Deepa Singh,29,Female,Packaging,Operator,10,41358,Night,94.4
411,,50,Male,,Operator,21,,Morning,85.7
412,Priya Kumar,49,Female,Assembly,Operator,17,30489,Evening,87.3
413,Ravi Sharma,30,Female,Assembly,Technician,13,21459,Night,94.0
414,Amit Sharma,35,Male,Assembly,Technician,1,37442,Night,80.0
415,Kiran Kumar,21,Male,Maintenance,Technician,21,36513,Morning,87.8
416,Ravi Sharma,23,Male,Production,Helper,6,29100,Morning,80.6
417,Amit Patel,54,Male,Assembly,Helper,5,50748,Evening,99.0
418,Sunil Singh,51,Male,Production,Technician,23,43224,Evening,93.6
419,Ravi Reddy,32,Female,Assembly,Helper,1,25710,Evening,89.9
420,Ravi Kumar,26,Male,Production,Helper,6,31102,Evening,92.5
421,Rahul Singh,50,Male,Maintenance,Operator,20,28079,Night,94.8
422,Ravi Kumar,26,Female,Assembly,Operator,6,32789,Evening,76.5
423,Rahul Sharma,43,Female,Production,Operator,18,35250,Night,77.1
424,Kiran Patel,46,Female,Production,Operator,24,52349,Morning,90.3
425,Deepa Singh,56,Female,Maintenance,Technician,23,19628,Evening,96.2
426,Deepa Singh,40,Male,Packaging,Operator,8,44707,Night,91.3
427,Rahul Patel,37,Male,Maintenance,Helper,10,39996,Night,90.7
428,Asif Singh,32,Female,Maintenance,Technician,4,48069,Night,81.2
429,Amit Kumar,44,Female,Packaging,Operator,22,51850,Evening,80.5
430,Amit Patel,22,Male,Production,Helper,20,27393,Evening,95.5
431,Sunil Patel,46,Male,Assembly,Helper,16,57611,Evening,94.0
432,Suresh Sharma,25,Male,Packaging,Technician,19,38802,Evening,96.4
433,Priya Reddy,22,Female,Production,Technician,3,28022,Evening,78.5
434,Amit Reddy,36,Male,Assembly,Operator,5,58462,Evening,79.9
435,Rahul Kumar,44,Male,Assembly,Helper,18,44793,Night,88.9
436,Kiran Sharma,23,Female,Assembly,Technician,22,29495,Morning,92.1
437,Ravi Patel,52,Female,Packaging,Operator,17,51593,Night,81.0
438,Amit Sharma,20,Female,Production,Helper,19,19523,Morning,95.9
439,Deepa Kumar,40,Male,Production,Technician,25,48321,Night,78.1
440,Priya Sharma,46,Male,Assembly,Helper,8,20196,Morning,97.9
441,Deepa Patel,57,Male,Assembly,Operator,16,19849,Night,83.9
442,Suresh Reddy,34,Male,Maintenance,Helper,23,51565,Evening,77.8
443,Amit Sharma,39,Male,Production,Helper,8,40338,Night,91.1
444,Amit Singh,33,Female,Maintenance,Operator,11,40845,Morning,88.9
445,Ravi Singh,49,Male,Assembly,Helper,3,41316,Night,94.7
446,Kiran Sharma,29,Female,Maintenance,Helper,1,29077,Evening,76.4
447,Amit Reddy,33,Female,Maintenance,Helper,20,35765,Evening,81.2
448,Deepa Patel,42,Female,Assembly,Helper,4,57337,Night,82.5
449,Suresh Singh,56,Male,Maintenance,Helper,12,22774,Morning,87.2
450,Kiran Sharma,44,Female,Maintenance,Operator,4,54870,Morning,98.1
451,Amit Sharma,36,Female,Assembly,Technician,2,55117,Morning,91.6
452,Kiran Patel,43,Male,Assembly,Helper,11,34317,Evening,82.2
453,Sunil Singh,58,Female,Assembly,Operator,6,21170,Morning,90.3
454,Priya Sharma,24,Male,Production,Helper,9,25369,Evening,84.9
455,Priya Kumar,51,Male,Production,Helper,13,22317,Morning,98.6
456,Ravi Kumar,44,Male,Assembly,Helper,20,54077,Morning,90.2
457,Anita Sharma,43,Female,Production,Helper,1,18904,Evening,89.3
458,Suresh Sharma,55,Male,Production,Operator,21,23644,Night,86.8
459,Anita Reddy,44,Female,Assembly,Helper,21,37807,Night,99.5
460,Asif Singh,44,Male,Production,Operator,6,41890,Evening,85.7
461,Sunil Reddy,44,Female,Assembly,Helper,19,57973,Night,84.0
462,Amit Kumar,45,Female,Packaging,Helper,18,37060,Morning,75.6
463,Sunil Reddy,42,Male,Maintenance,Helper,1,42046,Morning,95.3
464,Deepa Kumar,55,Female,Production,Technician,11,53788,Morning,84.9
465,Priya Singh,25,Female,Packaging,Helper,20,52887,Evening,93.5
466,Rahul Sharma,26,Female,Packaging,Helper,14,40619,Morning,89.4
467,Suresh Kumar,25,Female,Production,Helper,5,51567,Evening,81.5
468,Deepa Patel,42,Female,Packaging,Operator,4,48400,Morning,98.5
469,Priya Kumar,37,Male,Assembly,Operator,24,30926,Evening,80.4
470,Asif Reddy,47,Male,Assembly,Operator,20,44437,Morning,79.6
471,Ravi Kumar,21,Male,Assembly,Helper,18,29496,Evening,93.5
472,Deepa Reddy,26,Male,Packaging,Technician,2,19117,Night,98.0
473,Amit Sharma,29,Female,Maintenance,Operator,10,39306,Evening,92.8
474,Asif Reddy,37,Female,Production,Helper,25,37089,Evening,78.9
475,Sunil Reddy,50,Male,Production,Operator,16,31370,Night,84.6
476,Priya Sharma,58,Female,Maintenance,Technician,21,55326,Night,85.3
477,Amit Kumar,52,Female,Maintenance,Technician,15,56805,Morning,96.4
478,Deepa Kumar,36,Male,Production,Helper,16,19519,Evening,91.7
479,Amit Sharma,29,Male,Maintenance,Helper,20,24877,Night,98.1
480,Suresh Kumar,20,Female,Production,Operator,23,29526,Night,94.8
481,,48,Female,,Helper,4,,Evening,81.4
482,Suresh Kumar,47,Male,Assembly,Technician,25,25482,Morning,76.7
483,Priya Patel,31,Female,Packaging,Helper,11,27742,Morning,91.3
484,Asif Kumar,27,Female,Maintenance,Helper,7,50634,Morning,84.1
485,Deepa Sharma,36,Female,Assembly,Technician,8,54280,Evening,81.7
486,Priya Singh,31,Male,Packaging,Helper,16,54931,Morning,97.9
487,Amit Reddy,33,Male,Production,Operator,25,52644,Evening,94.2
488,Priya Singh,43,Male,Assembly,Helper,21,44452,Night,98.9
489,Suresh Sharma,32,Female,Assembly,Technician,17,28188,Morning,93.2
490,Amit Patel,52,Male,Assembly,Operator,4,44180,Night,92.2
11,Priya Patel,49,Female,Maintenance,Technician,2,44051,Night,92.6
26,Asif Reddy,47,Female,Packaging,Operator,19,36815,Morning,86.5
101,Priya Sharma,34,Male,Assembly,Helper,6,32047,Evening,92.8
201,Sunil Kumar,53,Male,Assembly,Technician,23,43420,Evening,91.0
301,Asif Reddy,36,Male,Maintenance,Operator,19,51073,Morning,97.3
351,Sunil Kumar,39,Male,Packaging,Technician,3,37188,Night,92.7
401,Sunil Kumar,40,Female,Production,Operator,16,38146,Night,76.9
451,Amit Sharma,36,Female,Assembly,Technician,2,55117,Morning,91.6
21,Deepa Patel,48,Female,Assembly,Helper,23,58215,Evening,76.9
51,Sunil Reddy,40,Male,Packaging,Operator,1,22341,Evening,96.8
